,clip,fips_code,census_id,range,township,section,quarter_section,municipality_name,municipality_code,jurisdiction_county_code,town_code,tax_rate_area_code,tax_district_county,municipality_tax_district,school_district,fire_district,water_district,elementary_school_district_county_description,high_school_district_county_description,neighborhood_description,cbsa,cbsa_type,land_use_code,county_use_description,zoning_code,zoning_code_description,property_indicator_code,number_of_buildings,view_code,location_influence_code,lat,lon,owner_1_corporate_indicator,owner_2_corporate_indicator,owner_3_corporate_indicator,owner_4_corporate_indicator,owner_occupancy_code,total_value_calculated,land_value_calculated,improvement_value_calculated,calculated_value_source_code,assessed_total_value,assessed_land_value,assessed_improvement_value,market_total_value,market_land_value,market_improvement_value,appraised_total_value,appraised_land_value,appraised_improvement_value,tax_amount,tax_year,assessed_year,tax_total_rate_percent,taxable_improvement_value,taxable_land_value,taxable_other_value,net_taxable_amount,front_footage,depth_footage,acres,land_square_footage,year_built,effective_year_built,bedrooms_all_buildings,total_rooms_all_buildings,total_bathrooms_all_buildings,number_of_bathrooms,construction_type_code,number_of_parking_spaces,parking_type_code,building_quality_code,stories_code,stories_number,building_style_code,number_of_units,universal_building_square_feet,universal_building_square_feet_source_code,building_square_feet,living_square_feet_all_buildings,ground_floor_square_feet,building_gross_square_feet,adjusted_gross_square_feet,last_assessor_update_date,total_square_footage_open_areas,total_square_footage_all_buildings,total_number_of_1_bedrooms,total_number_of_2_bedrooms,total_number_of_3_bedrooms,total_number_of_efficiency_units,build_age,effective_build_age,adjustment_note
0,2403744830,6037,9203363003,,,,,,,,,9982,,,,,,NEWHALL,WILLIAM S HART UN,,31080,,165,MULTI-FAMILY 3-UNIT,SCUR3,,21,1,,,34.38651,-118.5367,,,,,A,138736,43599,95137,A,46245.3333333333,14533,31712.3333333333,,,,,,,3053.85,2015,2015,,95137,43599,,138736,,,0.1693,2459,1956,1956,2,,3,3,,,,,,,,3,2630,L,,876.666666666667,,,,2015-12-07,,,,,,,59,59,Original
1,8478579181,6037,2190202005,,,,,,,,,67,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,34.021096,-118.318589,,,,,O,267429,178502,88927,A,267429,178502,88927,,,,,,,3273.8,2015,2015,,,,,260429,40,140,0.1285,5597,1912,1912,2,,1,1,,,,,,1,,,1144,L,,1144,,,,2015-12-07,,,,,,,103,103,Original
2,4027884277,6037,6037043009,,,,,,,,,5178,,,,,,LAWNDALE,CENTINELLA VLY UN,,31080,,106,APARTMENT,LCR3YY,,22,4,,,33.89552,-118.3293,Y,,,,A,1352104,460943,891161,A,64385.9047619048,21949.6666666667,42436.2380952381,,,,,,,21061.2,2015,2015,,891161,460943,,1352104,,,0.9601,1991.57142857143,1962,1980,1,,21,10,FRM,6,OTP,QAV,,2,,21,6169,B,6169,669.47619047619,,,,2015-12-07,,14059,,,,,53,35,"Lower outlier, cap bedroom"
3,3182958729,6037,5545122003,,,,,,,,,2011,,,,,,,,,31080,,163,SINGLE FAMILY RESID,CERS5000,,10,1,,,33.87032,-118.0536,,,,,O,89927,20580,69347,A,89927,20580,69347,,,,,,,1250.42,2015,2015,,,,,82927,52,131,0.1461,6365,1971,1971,4,7,2,2,,2,OTP,QAV,,1,RAN,,1480,L,,1480,,,,2015-12-07,,,,,,,44,44,Original
4,7443349370,6037,9203222007,,,,,,,,,933,,,,,,NEWHALL,WILLIAM S HART UN,,31080,,163,SINGLE FAMILY RESID,SCUR2,,10,1,,,34.38424,-118.5477,,,,,O,447539,188805,258734,A,447539,188805,258734,,,,,,,6096.68,2015,2015,,,,,440539,70,95,0.1413,6153,1968,1968,4,7,3,3,,2,OTP,QAV,,2,CON,,2582,L,,2582,,,,2015-12-07,,,,,,,47,47,Original
5,1081652920,6037,4006042,,,,,,,,,,,,,,,,,,31080,,163,SINGLE FAMILY RESID,AZR1,,10,1,,,34.14278,-117.8988,,,,,O,335000,335000,,A,335000,335000,,,,,,,,11565.16,2015,2015,,,335000,,335000,,,0.1533,6676,,,4,,4,4,,,,,,,,1,3440,L,,3440,,,,2015-12-07,,,,,,,,,Original
6,3071808797,6059,863033012,,,,,,,,,1007,,,,,,ANAHEIM,ANAHEIM UN,,31080,,163,SINGLE FAM RESIDENCE,R-1,,10,1,,,33.81992,-117.8924,,,,,O,337516,237200,100316,A,337516,237200,100316,,,,,,,4064.74,2015,2015,,,,,330516,58,90,0.1281,5580,1969,,3,5,2,,,2,010,,,1,TRA,,1626,L,2086,1626,,,,2015-12-14,,2086,,,,,46,46,Original
7,5538530113,6059,320572018,,,,,,,,,82372,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.56924,-117.631958,,,,,O,1018723,476723,542000,A,1018723,476723,542000,,,,,,,14926.96,2015,2015,,,,,1011723,,,0.1354,5900,2000,,4,,3,,,,001,,,,,,3815,B,3815,3815,,,,2015-12-14,,3815,,,,,15,15,Original
8,1086488719,6037,5545142006,,,,,,,,,1986,,,,,,,,,31080,,163,SINGLE FAMILY RESID,CERS5000,,10,1,,ICR,33.8756,-118.0684,,,,,O,424012,313043,110969,A,424012,313043,110969,,,,,,,4872.65,2015,2015,,,,,417012,67,84,0.1238,5393,1968,1968,3,7,2,2,,2,OTP,QAV,,1,CNT,,1534,L,,1534,,,,2015-12-07,,,,,,,47,47,Original
9,1494835116,6037,5007002001,,,,,,,,,7978,,,,,,,,,31080,,163,SINGLE FAMILY RESID,PRSF*,,10,1,,,33.99691,-118.0897,,,,,O,289984,214804,75180,A,289984,214804,75180,,,,,,,3802.37,2015,2015,,,,,282984,51,111,0.1285,5599,1950,1969,3,4,2,2,,2,OTP,,,1,CON,,1208,L,,1208,,,,2015-12-07,,,,,,,65,46,Original
10,5379544641,6059,992412004,11,05,24,,,,,,4010,,,,,,OCEAN VIEW,HUNTINGTON BEACH UN,,31080,,133,MULTI FAM RESIDENCE,,,22,1,,,33.727852,-117.983572,Y,,,,A,19055768,8203485,10852283,A,98225.6082474227,42286.0051546392,55939.6030927835,,,,,,,248723.7,2015,2015,,10852283,8203485,,19055768,,,7.7,1728.92783505155,1977,,,,,,,,,,,2,,194,146747,L,146747,756.427835051546,,,,2015-12-14,,146747,,,,,38,38,Original
11,5352993809,6037,2348003001,,,,,,,,,212,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,33.98057,-118.3209,,,,,O,37074,19554,17520,A,37074,19554,17520,,,,,,,603.19,2015,2015,,17520,19554,,37074,40,120,0.1103,4803,1928,1929,3,6,1,1,,3,OTP,,,1,CON,1,1116,L,,1116,,,,2015-12-07,,,,,,,87,86,Original
12,3238913384,6037,4333051002,,,,,,,,,6549,,,,,,MOUNTAIN VIEW,EL MONTE UN,,31080,,106,APARTMENT,EMR3*,,22,1,,,34.070162,-118.01364,Y,,,,A,4180397,1967245,2213152,A,160784.5,75663.2692307692,85121.2307692308,,,,,,,51068.75,2015,2015,,,,,3536616,,,1.1908,1995,1972,1972,2,,34,34,,,,,,,,26,22628,B,22628,870.307692307692,,,,2015-12-07,,22628,,,,,43,43,Original
13,7907161533,6037,6210044005,,,,,,,,,4340,,,,,,HERMOSA BEACH CITY,,,31080,,115,DUPLEX,HBR3YY,,21,1,VLA,,33.87127,-118.4044,Y,,,,A,3082889,2542300,540589,A,1541444.5,1271150,270294.5,,,,,,,32536.16,2015,2015,,540589,2542300,,3082889,30,80,0.0551,1199.5,1987,1987,2.5,4,6,6,,1,OTP,,,1,CON,2,3549,L,,1774.5,,,,2015-12-07,,,,,,,28,28,Original
14,2471423797,6037,1395021012,,,,,,,,,37,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,34.159799,-118.528655,,,,,A,78282,35064,43218,A,78282,35064,43218,,,,,,,1060.54,2015,2015,,,,,71282,55,100,0.1263,5501,1950,1953,4,7,2,2,,1,OTP,,,1,CON,1,1787,L,,1787,,,,2015-12-07,,,,,,,65,62,Original
15,5849363813,6037,2761003004,,,,,,,,,4591,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,33.98254,-118.3641,,,,,O,300232,139368,160864,A,300232,139368,160864,,,,,,,3799.17,2015,2015,,,,,293232,50,128,0.1449,6310,1950,1965,3,5,3,3,,2,OTP,,,1,CON,,1903,L,,1903,,,,2015-12-07,,,,,,,65,50,Original
16,8315995319,6037,5730021008,,,,,,,,,11934,,,,,,,,,31080,,106,APARTMENT,LBR3T,,22,1,,,33.79392,-118.1928,Y,,,,,1025000,400000,625000,A,128125,50000,78125,,,,,,,12678.24,2015,2015,,625000,400000,,1025000,,,0.1719,936,1938,1938,1,,8,8,,,,,,,,8,6140,B,6140,767.5,,,,2015-12-07,,6140,,,,,77,77,Original
17,2566419529,6037,2722012000,,,,,,,,,67,,,,,,,,,31080,,151,MULTI-FAMILY 4-UNIT,LAR3,,21,1,,,34.0009,-118.4373,,,,,A,331725,160335,171390,A,82931.25,40083.75,42847.5,,,,,,,4292.14,2015,2015,,171390,160335,,331725,,,0.1223,1332,1953,1953,1.25,,4,4,,,,,,,,4,2817,L,,704.25,,,,2015-12-07,,,,,,,62,62,Original
18,4328366836,6037,5776034003,,,,,,,,,5500,,,,,,,,,31080,,115,DUPLEX,LBR1N,,21,1,,,33.77453,-118.1386,,,,,A,785000,550000,235000,A,392500,275000,117500,,,,,,,9157.81,2015,2015,,235000,550000,,785000,,,0.1203,2619,1928,1928,2,,2,2,,,,,,,,2,2152,L,,1076,,,,2015-12-07,,,,,,,87,87,Original
19,2722712189,6059,741061018,,,,,,,,,11038,,,,,,,,,31080,,112,CONDOMINIUM,,,11,1,,,33.70834,-117.9048,,,,,O,207096,119875,87221,A,207096,119875,87221,,,,,,,2575.08,2015,2015,,,,,200096,,,,,1977,1979,2,4,2,,,,001,,,2,,5,892,L,892,892,,,,2015-12-14,,892,,,,,38,36,Original
20,5073101531,6037,4013122026,,,,,,,,,5063,,,,,,,,,31080,,112,CONDOMINIUM,SDAP*,,11,1,,,34.096881,-117.836392,,,,,O,153907,53212,100695,A,153907,53212,100695,,,,,,,2040.38,2015,2015,,,,,146907,,,9.8263,428034,1975,1975,3,5,2,2,FRM,1,450,QAV,,2,CON,1,1127,L,,1127,,,,2015-12-07,,,,,,,40,40,Original
21,3924806787,6037,1021042000,,,,,,,,,13,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LARE20,,10,1,VCI,ICU,34.2196,-118.3539,,,,,O,453193,271917,181276,A,453193,271917,181276,,,,,,,5730.68,2015,2015,,,,,446193,204,170,0.8038,35014,1966,1966,4,8,3,3,FRM,2,450,QAV,,2,SPA,,2724,L,,2724,,,,2015-12-07,,,,,,,49,49,Original
22,9315768618,6037,1278032003,,,,,,,,,13,,,,,,,,,31080,,106,APARTMENT,LARD1.5,,22,1,,,34.195544,-118.456993,,,,,A,3392439,1275787,2116652,A,116980.655172414,43992.6551724138,72988,,,,,,,42910.57,2015,2015,,2116652,1275787,,3392439,140,193,0.6188,929.413793103448,1969,1969,1.17241379310345,,34,34,FRM,29,PAP,QAV,,2,,29,21034,G,21034,725.310344827586,,21034,,2015-12-07,,21034,,,,,46,46,Original
23,8478090743,6037,1112053000,,,,,,,,,16,,,,,,,,,31080,,106,APARTMENT,LAR3,,22,1,,ICR,34.25603,-118.528,Y,,,,A,42757609,18563636,24193973,A,431895.04040404,187511.474747475,244383.565656566,,,,,,,527669.2,2015,2015,,24193973,18563636,,42757609,325,801,5.9801,2631.26262626263,1987,1987,1,,99,99,,,,,,,,99,175056,B,175056,1768.24242424242,,,,2015-12-07,,175056,,,,,28,28,"Lower outlier, cap bedroom"
24,5532659681,6037,4811032001,01E,,,,,,,,8467,,,,,,,,,31080,,163,SINGLE FAMILY RESID,SLR1YY,,10,1,,ICR,34.09389,-118.0931,,,,,O,536000,348000,188000,A,536000,348000,188000,,,,,,,7293.22,2015,2015,,188000,348000,,536000,50,165,0.1844,8032,1959,1959,3,6,1,1,FRM,,,,,1,CON,1,1192,L,,1192,,1742,,2015-12-07,,1742,,,,,56,56,Original
25,2195735709,6059,889011008,,,,,,,,,18079,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.764693,-117.969188,,,,,O,473000,410698,62302,A,473000,410698,62302,,,,,,,5826.6,2015,2015,,62302,410698,,473000,77,100,0.1768,7700,1959,,3,5,2,,,2,010,,,1,,,1217,L,1587,1217,,,,2015-12-14,,1587,,,,,56,56,Original
26,8631992755,6037,6203052012,,,,,,,,,6174,,,,,,,,,31080,,163,SINGLE FAMILY RESID,MNRS-D3,,10,1,,,33.89277,-118.4083,,,,,O,991354,652209,339145,A,991354,652209,339145,,,,,,,11173.5,2015,2015,,339145,652209,,991354,,,0.0624,2720,1997,1997,4,,4,4,,,,,,,,,2538,L,,2538,,,,2015-12-07,,,,,,,18,18,Original
27,8551468981,6059,423361004,,,,,,,,,29075,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.54632,-117.6982,,,,,O,1628000,691640,936360,A,1628000,691640,936360,,,,,,,16421.72,2015,2015,,,,,1621000,,,0.1722,7500,1996,,4,,6,,,,001,,,,,,4142,L,4142,4142,,,,2015-12-14,,4142,,,,,19,19,Original
28,7172855178,6037,5409022007,,,,,,,,,1633,,,,,,,,,31080,,115,DUPLEX,LCR2YY,,21,1,,,33.906522,-118.269275,Y,,,,A,579238,327871,251367,A,289619,163935.5,125683.5,,,,,,,7706.45,2015,2015,,251367,327871,,579238,,,0.1887,4109.5,1949,1949,2,,2,2,,,,,,,,2,1740,L,,870,,,,2015-12-07,,,,,,,66,66,Original
29,3754448152,6059,626212001,,,,,,,,,31082,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.620437,-117.735775,,,,,O,288549,126113,162436,A,288549,126113,162436,,,,,,,2928.04,2015,2015,,,,,281549,50,100,0.1148,5000,1971,,5,6,4,,,,010,QAV,,1,,,2373,L,2814,2373,,,,2015-12-14,,2814,,,,,44,44,Original
30,2204707329,6037,2123041003,,,,,,,,,6657,,,,,,,,,31080,,106,APARTMENT,LAR5,,22,1,,,34.05874,-118.2995,Y,,,,,3857347,2507276,1350071,A,482168.375,313409.5,168758.875,,,,,,,48107.44,2015,2015,,1350071,2507276,,3857347,,,0.1726,939.75,,1927,1,,36,36,,,,,,,,8,22556,B,22556,2819.5,,,,2015-12-07,,22556,,,,,,88,"Lower outlier, cap bedroom"
31,5564740019,6037,1152021008,,,,,,,,,16,,,,,,,,,31080,,106,APARTMENT,LAR3,,22,1,,ICR,34.236809,-118.534094,Y,,,,A,2823894,1866805,957089,A,78441.5,51855.6944444444,26585.8055555556,,,,,,,36396.36,2015,2015,,957089,1866805,,2823894,92,300,0.6361,769.722222222222,1986,1986,1.77777777777778,,64,64,,,,,,,,36,29088,B,29088,808,,,,2015-12-07,,29088,,,,,29,29,Original
32,8853808464,6059,994121001,,,,,,,,,4007,,,,,,OCEAN VIEW,HUNTINGTON BEACH UN,,31080,,112,CONDOMINIUM,,,11,1,,,33.714305,-118.014101,,,,,A,252000,197992,54008,A,252000,197992,54008,,,,,,,3045.4,2015,2015,,54008,197992,,252000,,,,,,1969,1,,1,,,,A00,,,,,256,785,B,785,785,,,,2015-12-14,,785,,,,,,46,Original
33,2905377448,6059,744032006,,,,,,,,,11011,,,,,,,,,31080,,133,MULTI FAM RESIDENCE,M1,,22,1,,,33.729753,-117.856021,Y,,,,O,827556,608930,218626,A,82755.6,60893,21862.6,,,,,,,11567.94,2015,2015,,218626,608930,,827556,64,162,0.24,1045.4,1961,,,,,,,,,,,2,,10,7132,L,7132,713.2,,,,2015-12-14,,7132,,,,,54,54,Original
34,9038612596,6037,1113022004,,,,,,,,,16,,,,,,,,,31080,,112,CONDOMINIUM,LARD3,,11,1,,,34.25249,-118.521,,,,,O,487000,297200,189800,A,487000,297200,189800,,,,,,,5877.81,2015,2015,,,,,480000,,,1.2988,56576,2001,2001,3,,3,3,,,,,,,,1,2110,L,,2110,,,,2015-12-07,,,,,,,14,14,Original
35,8811314673,6059,16021000,,,,,,,,,3014,,,,,,FULLERTON,FULLERTON UN,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.890553,-117.914462,,,,,O,790000,593195,196805,A,790000,593195,196805,,,,,,,8781,2015,2015,,196805,593195,,790000,70,127,0.2041,8890,1969,,4,8,3,,,3,010,,,2,,,2641,L,3213,2641,,,,2015-12-14,,3213,,,,,46,46,Original
36,7907103038,6059,754042004,,,,,,,,,11001,,,,,,,,,31080,,133,MULTI FAM RESIDENCE,,,22,1,,,33.77233,-117.8517,Y,,,,A,4819682,760966,3684565,A,87630.5818181818,13835.7454545455,66992.0909090909,,,,,,,86914.12,2015,2015,,3684565,760966,,4819682,,,6.3,4989.6,1970,,,,,,,,,,,,,55,147423,L,147423,2680.41818181818,,,,2015-12-14,,147423,,,,,45,45,Original
37,9245433728,6037,1061141015,,,,,,,,,16,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,34.300722,-118.424474,,,,,O,116957,39035,77922,A,116957,39035,77922,,,,,,,1436.93,2015,2015,,,,,109957,60,100,0.1332,5801,1959,1959,3,5,2,2,,2,OTP,,,1,CON,,1086,L,,1086,,,,2015-12-07,,,,,,,56,56,Original
38,4194347666,6059,761031002,,,,,,,,,8015,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.791559,-117.902642,,,,,O,212920,124447,88473,A,212920,124447,88473,,,,,,,2469.5,2015,2015,,,,,205920,67,110,0.1685,7338,1955,,4,8,2,,,,010,,,2,,,1837,L,2797,1837,,,,2015-12-14,,2797,,,,,60,60,Original
39,7176596399,6037,2127021003,,,,,,,,,67,,,,,,,,,31080,,106,APARTMENT,LAR3,,22,1,,ICR,34.0603,-118.3253,,,,,A,2087225,691131,1396094,A,86967.7083333333,28797.125,58170.5833333333,,,,,,,27704.98,2015,2015,,1396094,691131,,2087225,,,0.482,874.875,1962,1962,2,,45,45,FRM,30,SBP,QAV,,3,,24,38148,G,38148,1589.5,,38148,,2015-12-07,,38148,,,,,53,53,Original
40,4190220312,6037,9001041011,,,,,,,,,9822,,,,,,WILSONA,ANTELOPE VLY UN,,31080,,163,SINGLE FAMILY RESID,LCRA20000*,,10,1,,,34.615219,-117.814249,,,,,A,66886,13377,53509,A,66886,13377,53509,,,,,,,1004.58,2015,2015,,53509,13377,,66886,100,188,0.4986,21721,1989,1989,3,,2,2,,,,,,,,,1762,L,,1762,,,,2015-12-07,,,,,,,26,26,Original
41,2762730731,6059,320421006,,,,,,,,,33043,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.65425,-117.5684,,,,,O,389771,142472,247299,A,389771,142472,247299,,,,,,,3974.26,2015,2015,,,,,382771,,,0.0919,4002,,1987,4,,3,,,,001,,,,,,2074,L,2074,2074,,,,2015-12-14,,2074,,,,,,28,Original
42,4605670559,6037,2965003009,,,,,,,,,14,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,33.74956,-118.2947,,,,,O,96697,15481,81216,A,96697,15481,81216,,,,,,,1211.19,2015,2015,,,,,89697,,,0.1133,4934,1952,1966,4,6,3,3,,1,OTP,,,1,CON,,1690,L,,1690,,,,2015-12-07,,,,,,,63,49,Original
43,3931967283,6037,1380003010,,,,,,,,,37,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,VCN,,34.152776,-118.601738,,,,,O,791503,475310,316193,A,791503,475310,316193,,,,,,,9758.45,2015,2015,,316193,475310,,791503,66,135,0.2036,8869,1979,1979,3,8,4,4,,2,OTP,QGO,,3,CON,1,3756,L,,3756,,,,2015-12-07,,,,,,,36,36,Original
44,7503310065,6037,3015021000,,,,,,,,,4045,,,,,,,,,31080,,106,APARTMENT,GLR4*,,22,1,,,34.17048,-118.2847,Y,,,,A,3708668,1112598,2596070,A,123622.266666667,37086.6,86535.6666666667,,,,,,,42019.99,2015,2015,,2596070,1112598,,3708668,,,0.5751,835.066666666667,1985,1985,1.93333333333333,,56,56,,,,,,,,30,27530,B,27530,917.666666666667,,,,2015-12-07,,27530,,,,,30,30,Original
45,5163832058,6037,1172012005,,,,,,,,,8859,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LARS,,10,1,,,34.24914,-118.4715,,,,,O,309142,166802,142340,A,309142,166802,142340,,,,,,,3895.72,2015,2015,,142340,166802,,309142,61,119,0.1722,7503,1954,1954,3,5,2,2,FRM,2,450,QAV,,1,CON,,1241,L,,1241,,,,2015-12-07,,,,,,,61,61,Original
46,6585333313,6037,7006002007,,,,,,,,,2410,,,,,,,,,31080,,163,SINGLE FAMILY RESID,BHR1*,,10,1,,,34.083987,-118.39513,,,,,O,450805,273342,177463,A,450805,273342,177463,,,,,,,5327.08,2015,2015,,,,,443805,90,157,0.3236,14098,1929,1940,6,9,5,5,,1,OTP,,,2,MED,,5942,L,,5942,,,,2015-12-07,,,,,,,86,75,Original
47,5536942083,6059,992032022,,,,,,,,,11061,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.735,-117.9393,,,,,,362605,273957,88648,A,362605,273957,88648,,,,,,,4257.5,2015,2015,,88648,273957,,362605,60,100,0.1377,6000,1964,,4,8,3,,,2,010,,,1,,,1588,L,1985,1588,,,,2015-12-14,,1985,,,,,51,51,Original
48,4318850943,6037,2079002000,,,,,,,,,13264,,,,,,,,,31080,,112,CONDOMINIUM 5+ STORIES,LAC2,,11,,,,34.04562,-118.2625,Y,Y,,,,332697,30593,302104,A,332697,30593,302104,,,,,,,4251.36,2015,2015,,302104,30593,,332697,,,1.4955,,,,,,,,,,,,,,,,,,,,,,,2015-12-07,,,,,,,,,Original
49,3835478614,6037,4638004011,,,,,,,,,7500,,,,,,,,,31080,,163,SINGLE FAMILY RESID,PSR6,,10,1,,,34.13418,-118.1816,,,,,O,294530,251140,43390,A,294530,251140,43390,,,,,,,3540.58,2015,2015,,,,,287530,60,107,0.1413,6153,1941,1941,2,5,1,1,CRE,2,920,QAV,,1,CON,,1107,L,,1107,,,,2015-12-07,,,,,,,74,74,Original
50,3438695661,6037,4034021007,,,,,,,,,5759,,,,,,,,,31080,,163,SINGLE FAMILY RESID,WAR17200*,,10,1,,,34.01903,-117.8548,,,,,O,1058738,483674,575064,A,1058738,483674,575064,,,,,,,12478.27,2015,2015,,575064,483674,,1058738,,,0.2144,9340,1985,1991,5,,4,4,,,140,,,,,,3686,L,,3686,,,,2015-12-07,,,,,,,30,24,Original
51,2478073596,6037,1411011004,,,,,,,,,8849,,,,,,,,,31080,,106,APARTMENT,LAR3,,22,1,,,34.15215,-118.4229,,,,,A,1498965,546496,952469,A,166551.666666667,60721.7777777778,105829.888888889,,,,,,,18918.25,2015,2015,,952469,546496,,1498965,,,0.1578,763.555555555556,1987,1987,1.66666666666667,,15,15,,,,,,,,9,8437,B,8437,937.444444444444,,,,2015-12-07,,8437,,,,,28,28,Original
52,8488889743,6037,9108041114,,,,,,,,,8916,,,,,,,,,31080,,165,MULTI-FAMILY 3-UNIT,LCA11*,,21,3,,,34.51466,-118.1881,,,,,O,441500,132000,309500,A,147166.666666667,44000,103166.666666667,,,,,,,5353.4,2015,2015,,309500,132000,,441500,,,2.4978,36268.3333333333,1964,,2,,4,2,,,,,,,,3,1797,L,,1025.66666666667,,,,2015-12-07,,,,,,,51,51,Original
53,2207155510,6037,1044041008,,,,,,,,,13,,,,,,,,,31080,,163,SINGLE FAMILY RESID,LAR1,,10,1,,,34.26429,-118.4288,,,,,O,364867,220508,144359,A,364867,220508,144359,,,,,,,4456.85,2015,2015,,,,,357867,50,150,0.1723,7507,1948,1957,2,4,2,2,,1,OTP,,,1,CON,,1053,L,,1053,,,,2015-12-07,,,,,,,67,58,Original
54,8998588209,6059,626363003,,,,,,,,,34016,,,,,,,,,31080,,112,CONDOMINIUM,,,11,1,,,33.58521,-117.7199,,,,,A,276956,75049,201907,A,276956,75049,201907,,,,,,,3094.26,2015,2015,,,,,269956,,,0.0601,,,1989,3,,3,,,,001,,,,,,1764,L,1764,1764,,,,2015-12-14,,1764,,,,,,26,Original
55,2139661206,6059,320223023,,,,,,,,,27011,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.54533,-117.6688,,,,,O,426388,353562,72826,A,426388,353562,72826,,,,,,,4332.84,2015,2015,,72826,353562,,426388,72,100,0.1653,7200,1970,,2,4,2,,,2,010,,,1,,,1124,L,1607,1124,,,,2015-12-14,,1607,,,,,45,45,Original
56,8167383075,6059,320351011,,,,,,,,,27006,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.627146,-117.638721,,,,,A,295998,110916,185082,A,295998,110916,185082,,,,,,,3030.08,2015,2015,,185082,110916,,295998,60,97,0.1336,5820,1978,,4,9,3,,,3,010,,,2,,,3084,L,3700,3084,,,,2015-12-14,,3700,,,,,37,37,Original
57,1084307998,6059,,,,,,,,,,11005,,,,,,,,,31080,,133,MULTI FAM RESIDENCE,,,22,1,,,33.746317,-117.872996,Y,,,,,16112749,6446463,9666286,A,40382.8295739348,16156.5488721805,24226.2807017544,,,,,,,225438.44,2015,2015,,9666286,6446463,,16112749,,,3.2073,350.145363408521,,,,,,,,,,,,,,399,,,,,,,,2015-12-14,,,,,,,,,Original
58,5167317171,6037,2126102002,,,,,,,,,67,,,,,,,,,31080,,106,APARTMENT,LAR4,,22,1,,,34.05844,-118.3115,Y,,,,A,2432989,891816,1541173,A,162199.266666667,59454.4,102744.866666667,,,,,,,30905.65,2015,2015,,1541173,891816,,2432989,60,125,0.1722,500.133333333333,1928,1930,1,,28,28,CRE,,,QGO,,4,,15,22320,G,22320,1488,,22320,,2015-12-07,,22320,,,,,87,85,"Lower outlier, cap bedroom"
59,4466675675,6059,320231024,,,,,,,,,10026,,,,,,,,,31080,,163,SINGLE FAM RESIDENCE,,,10,1,,,33.46679,-117.5952,Y,,,,,,,,A,,,,,,,,,,,,,,,,,,,,0.456,19863,,,,,,,,,,,,,,,,,,,,,,2015-12-14,,,,,,,,,Original
60,8736994891,6037,7020024002,,,,,,,,,8604,,,,,,,,,31080,,151,MULTI-FAMILY 4-UNIT,SMOP2*,,21,1,,,34.00896,-118.4846,,,,,A,1835964,1223976,611988,A,458991,305994,152997,,,,,,,21775.21,2015,2015,,611988,1223976,,1835964,,,0.1288,1402.75,1965,1968,1.5,,7,7,,,,,,,,4,4597,L,,1149.25,,,,2015-12-07,,,,,,,50,47,Original
61,6786276664,6037,6511012012,,,,,,,,,9340,,,,,,,,,31080,,106,APARTMENT,TORR-MD,,22,1,,,33.81591,-118.3392,,,,,A,650937,179706,471231,A,46495.5,12836.1428571429,33659.3571428571,,,,,,,9729.41,2015,2015,,471231,179706,,650937,,,0.438,1362.92857142857,1968,1968,2,,28,28,,,,,,,,14,16000,B,16000,1142.85714285714,,,,2015-12-07,,16000,,,,,47,47,Original
62,2214555996,6037,2036002008,,,,,,,,,4,,,,,,,,,31080,,106,APARTMENT,LAR2,,22,2,,,34.05181,-118.2058,,,,,A,130507,28123,102384,A,18643.8571428571,4017.57142857143,14626.2857142857,,,,,,,2417.03,2015,2015,,102384,28123,,130507,,,0.1894,1178.57142857143,1906,,2,,7,1,,,,,,,,7,928,B,928,853.142857142857,,,,2015-12-07,,5972,,,,,109,109,Original
63,4190215340,6037,5766022003,,,,,,,,,5500,,,,,,,,,31080,,106,APARTMENT,LBR4R,,22,1,,,33.765598,-118.170588,Y,,,,A,1790064,1019980,770084,A,298344,169996.666666667,128347.333333333,,,,,,,21680.42,2015,2015,,770084,1019980,,1790064,50,150,0.1894,1375,1921,1921,1,,12,12,FRM,4,140,QAV,,2,,6,5900,B,5900,983.333333333333,,,,2015-12-07,,5900,,,,,94,94,"Lower outlier, cap bedroom"
